"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"12050","yes",-0.960096,8.788808,NA,0.432226,-3.231942,NA,-1,18,-1,-1.7,17,-1,0.65,1,0,0.1,118.1,0.1,13.8,0,-1.4,0.04,144.3608,-59.7451,348.8733,-18.6669,138.9978,-3.7469,2094.5609,-0.19686,-1.49129,-1.37205,1.12493,-0.11901,-0.00562,8.6,56.8,40,-29,-76.4,4,37.56,133.2,36,-0.1523,0.1614,NA,0.302,0.7449,NA,-38.2,43,-0.2,-51.7,12.3,-0.2,13.55,30.69,0,6,0.3067,-104.3034,18.2627,-45.964,10.5472,23.0737,55.3435,-1.3621,-0.0442,NA,0.4778,-1.123,NA,34.2,-56.6,-1.4,-1.8,-162,-1.4,35.97,105.4,0,31,64.76,18.70667,366.38299,13.38941,164.6678,-82.92549,1065.59914,"C"
"12098","yes",-0.225876,12.448567,NA,-0.91928,3.732451,NA,0.8,19,-0.2,-0.7,18,-0.2,1.48,1,0,0.1,120,0,13.7,0,0.3,0.17,155.4823,-63.3625,618.9892,-24.9863,49.1113,9.3754,1623.7726,1.10919,-1.06757,-1.38404,1.1277,-0.50669,-0.15379,-4.7,56.7,42,-33.4,-70.1,3,28.74,126.8,39,1.1245,1.0037,NA,-0.6507,-0.8692,NA,-26.9,58.6,1.1,-64.3,-13.8,1.1,37.41,72.39,0,6,0.6698,-100.9047,114.1941,-43.3083,62.6891,30.9351,192.0848,-1.6669,-1.4501,NA,0.0336,-0.7154,NA,32,178,-1.7,-14,-177,-1.7,46,355,0,28,60.47828,-36.98917,260.56558,9.34396,297.1902,45.14583,18314.5953,"C"
"12119","yes",0.253748,45,NA,-1.168925,6.708204,NA,1.7,19,0.3,0.8,18,0.3,0.9,1,0,0,120,0,13.8,0,1.4,0.06,151.2091,-60.1844,456.8404,-19.3247,131.8361,-6.0658,1605.3532,0.03786,-1.44893,-1.56502,1.18269,0.07001,0.23926,8.5,54.1,39,-29.2,-67.2,5,37.69,121.3,34,-0.5298,0.9053,NA,0.1296,1.0185,NA,-37.1,33.5,-0.5,-53.8,12.1,-0.5,16.7,21.41,0,7,0.2273,-106.8402,18.2543,-45.7861,17.9828,18.646,22.3012,-0.7752,1.6699,NA,0.3218,-1.5265,NA,26.8,-68.9,-0.8,-2.7,-106,-0.8,29.51,37.1,0,9,28.06364,26.40533,74.31837,9.04444,68.76394,-77.34222,93.09477,"C"
"12146","yes",-1.01122,3.890039,NA,0.536265,0.654305,NA,2.7,19,-1,1.6,17,-1,1.07,2,0,0.2,120,0,13.8,0,2.1,0.11,13.1986,-46.4804,29.7541,29.2478,56.0959,-99.0152,185.9533,-0.24422,-0.90494,1.09306,-0.80908,0.60446,-1.2967,37.9,-69.6,33,10.5,-114,19,27.4,44.4,14,1.4111,-0.6805,NA,-0.1896,-0.1897,NA,-34.1,36.4,1.4,-64.6,12.5,1.4,30.53,23.88,0,7,0.387,-102.9259,29.0315,-45.9182,33.9368,25.9173,34.3895,-0.3997,-1.5423,NA,-0.8144,0.2576,NA,42.6,-82.6,-0.4,16.8,-163,-0.4,25.8,80.4,0,42,102.59565,-8.59804,709.98115,33.88913,57.01299,-128.62609,858.73619,"C"
"12199","yes",-1.192809,53,NA,0.559701,-7.28011,NA,2.7,18,-1.2,1.2,17,-1.2,1.53,1,0,0,119.8,0.1,14.3,0,1.8,0.23,80.2504,-46.8415,24.4948,13.6975,194.9644,-74.3566,970.0983,-1.21331,-1.39363,-1.48138,-0.45427,0.31346,-0.2279,30.1,-21.1,33,-13,-113,7,43.1,91.9,26,0.3384,-0.463,NA,-0.3831,0.284,NA,-39.7,29.5,0.3,-59.1,5.2,0.3,19.42,24.31,0,6,0.246,-105.7272,20.9246,-47.483,16.3344,17.1805,34.9637,-1.5874,-0.918,NA,-0.1912,-0.6649,NA,45.3,-43.3,-1.6,11.3,-112,-1.6,34,68.7,0,14,68.17852,21.75528,280.83653,29.85283,165.82023,-65.81887,468.33156,"C"
"12221","yes",-1.306424,NA,NA,-0.04492,NA,NA,2.3,18,-1.3,1.1,18,-1.3,1.11,0,0,0,119.7,0.2,14.2,0.1,1.7,0.12,17.9072,-42.2739,30.6531,-9.8128,137.1923,-37.8196,352.8794,-1.01891,-1.27047,-0.73344,0.65649,-0.37448,0.16004,13.7,-15.6,22,-22,-72.9,6,35.7,57.3,16,0.314,-0.6634,NA,-0.178,0.1811,NA,-36.4,26.1,0.3,-60.2,1.5,0.3,23.78,24.62,0,7,0.2072,-106.999,28.4323,-47.6459,26.0529,12.8833,39.1014,0.3907,-1.3749,NA,-1.3072,0.1802,NA,46.8,-49.3,0.4,17,-146,0.4,29.8,96.7,0,41,88.90483,-3.25413,719.17258,39.34348,81.01585,-103.21087,1057.58988,"C"
"12265","yes",0.514189,NA,NA,-1.06133,NA,NA,3.2,18,0.5,2.4,18,0.5,0.85,0,0,0,120,0,14.2,0,2.9,0.05,10.9768,-36.78,32.0398,-9.9993,78.7297,-32.8378,260.7042,-0.69469,-0.4696,-0.74511,0.63237,-0.88889,0.11066,10.4,-17.1,20,-19.6,-69.5,7,30,52.4,13,1.5236,0.7555,NA,0.7072,0.7287,NA,-37.8,26.3,1.5,-52.3,6,1.5,14.48,20.26,0,7,0.2545,-107.407,9.4819,-47.426,7.8913,13.0287,18.2601,-1.2557,1.2338,NA,0.4091,-1.4587,NA,33.3,-38.2,-1.3,7.6,-74.8,-1.3,25.68,36.6,0,16,9.70909,36.21111,29.92646,17.70956,70.96662,-46.66889,99.2381,"C"
"12307","yes",-0.661891,0.20153,NA,-0.635937,-1.481339,NA,3.5,18,-0.7,2.4,17,-0.7,1.14,1,0,0.2,119,0,14.2,0,3.1,0.11,72.9147,-37.5814,41.1344,20.9749,200.837,-75.8442,520.4897,-1.33601,-1.48162,-1.20844,-0.42706,0.23642,-0.64149,36.6,-37.1,31,-4.4,-103,7,41.01,65.9,24,0.3621,1.2575,NA,-0.4808,1.3938,NA,-33.9,42.6,0.4,-59.4,11.3,0.4,25.57,31.24,0,6,0.7486,-106.663,64.2526,-44.7194,33.7936,20.4644,69.9364,-1.1822,-0.8885,NA,-0.5891,-0.6257,NA,45.5,-37.3,-1.2,12.8,-121,-1.2,32.7,83.7,0,11,75.26135,17.30512,471.81375,33.46744,139.96511,-66.02791,684.62492,"C"
"12357","yes",-1.218949,3.63285,NA,-0.531658,2.341607,NA,3.7,19,-1.2,2.2,18,-1.2,1.52,1,0,0.1,121,0,14.1,0.1,3,0.22,35.5106,-38.575,41.8198,-5.7821,311.3299,-43.3527,538.3399,-1.38498,-1.29514,-0.50358,0.26618,-0.02986,0.50471,25.1,-9,28,-26.8,-83.5,6,51.9,74.49,22,-2.0889,-2.0889,NA,-1.0326,1.0326,NA,-44,21.4,-2.1,-44,21.4,-2.1,0,0,0,7,0,-107.4901,0,-43.9609,0,21.4432,0,-1.3234,1.121,NA,0.0822,1.4479,NA,48.5,-73.9,-1.3,39.3,-144,-1.3,9.2,70.1,0,39,53.9078,-32.29146,291.32548,43.56875,9.11156,-127.54375,371.76634,"C"
"12429","yes",1.439345,3.190483,NA,-1.617411,-1.183902,NA,3.4,19,1.4,2.4,17,1.4,1.05,2,0,0.1,120.1,0.3,13.9,0,3.2,0.09,7.0455,-39.4178,16.0338,-14.0378,37.5259,-26.8333,73.425,-0.77359,-0.62722,-1.29348,0.63212,-0.65838,0.15686,-0.2,-16.8,16,-21,-46.2,7,20.78,29.4,9,-0.2009,0.5235,NA,0.3999,0.6626,NA,-42.8,24.3,-0.2,-53.9,3,-0.2,11.13,21.25,0,6,0.1465,-106.4744,11.5347,-48.483,7.6505,12.6203,22.0615,-1.5429,-1.3906,NA,-0.4409,-0.3273,NA,46.7,-37.4,-1.5,12.8,-134,-1.5,33.9,96.6,0,42,78.95253,11.53689,854.87484,33.50444,169.79453,-77.11333,1102.10709,"C"
"12447","yes",-1.399691,40,NA,-0.534299,-6.324555,NA,3.1,18,-1.4,2.1,17,-1.4,0.92,1,0,0,120,0,14.3,0,2.7,0.11,88.0282,-43.78,19.5181,10.5155,210.1093,-78.37,751.3729,-1.01435,-1.204,-1.27192,-0.53364,0.31046,-0.46932,28.4,-26.8,31,-18.6,-113,5,47,86.2,26,0.0171,0.7474,NA,-0.4284,-0.1088,NA,-33.8,26.3,0,-60.7,1.3,0,26.94,25.06,0,6,0.5891,-108.9375,45.9799,-45.8181,40.9801,12.9081,24.1747,-0.0359,0.5935,NA,1.1429,1.1419,NA,44.4,-115,0,37.6,-152,0,6.8,37,0,35,8.98462,-33.6525,33.12461,39.4425,4.5584,-141.875,101.59936,"C"
"12470","yes",-0.875901,7.770402,NA,-0.678142,-3.072669,NA,3.2,18,-0.9,2.1,17,-0.9,1.18,1,0,0.1,119.6,0.2,13.8,0,2.8,0.13,130.6438,-59.4745,484.0837,-16.0251,198.4894,2.387,1792.9954,0.16318,-1.2152,-1.24151,1.18162,-0.44596,-0.21752,18.4,55.4,42,-28.9,-77.4,5,47.3,132.8,37,-0.3217,0.1401,NA,0.6493,-0.4354,NA,-31.6,35.6,-0.3,-51.7,4.6,-0.3,20.11,31.02,0,6,0.7752,-105.6329,28.0294,-44.6706,24.81,22.8023,48.2361,0.0128,-1.4174,NA,-1.004,-0.1596,NA,41.1,-60.5,0,22.3,-158,0,18.8,97.5,0,16,75.05735,-2.98489,577.7762,35.40851,28.83514,-105.53404,1048.56577,"C"
"12496","yes",-0.394959,-1.687049,NA,-0.144853,0.624523,NA,-1.4,18,-0.4,-2.1,17,-0.4,0.62,1,0,0.2,117.2,0.2,14.2,0,-1.7,0.02,89.9798,-50.5733,222.7065,-19.3767,177.7353,-20.4367,1372.3431,-1.14858,-1.39811,-1.15361,0.67095,0.13161,0.35949,7.1,40,35,-31.2,-75.3,4,38.28,115.3,31,0.1135,-0.7049,NA,0.1589,-0.6255,NA,-24.2,40.6,0.1,-57.5,16.7,0.1,33.32,23.86,0,8,0.2404,-103.8654,46.9492,-40.9232,55.6156,31.1464,45.1764,-1.5885,-0.9347,NA,0.1168,-0.689,NA,26.1,-70.1,-1.6,-1.1,-173,-1.6,27.23,102.9,0,36,71.92222,7.42556,526.69757,12.16511,101.70968,-105.51556,1134.30271,"C"
"12557","yes",-1.004926,-2.088889,NA,-0.502038,-0.043979,NA,-88,5,-1,-88.2,4,-1,0.2,1,0,0.3,1.1,0,5,0.2,-88.1,0.01,0.346,0,0,0,0,0,0,NA,NA,0.07026,NA,NA,0.00394,0,0,37,0,0,35,0,0,2,-0.324,0.3442,NA,-0.311,-0.3479,NA,-48.1,-72.9,-0.3,-59,-87.1,-0.3,10.93,14.26,0,30,0.7604,50.5823,19.0689,-53.0789,7.2063,-79.3027,8.7883,-0.9151,-0.3883,NA,0.5776,0.7726,NA,17.3,150,-0.9,-13.3,64.4,-0.9,30.6,85.6,0,26,17.38575,145.80851,6.20167,-2.54064,85.72591,92.02128,617.91823,"C"
"12630","yes",-1.258312,-2.06798,NA,-0.162886,0.121453,NA,-87.9,3,-1.3,-88.6,2,-1.3,0.7,1,0,0.3,1.1,0.1,1.9,1.2,-88.2,0.05,15.5341,93.8608,4.3424,3.791,42.0393,92.1451,806.8977,1.90044,-0.28457,0.19756,-1.71341,-1.04524,-1.22937,9,116,34,-15.4,24.7,20,24.42,91.3,14,-2.0833,-2.0833,NA,-1.0306,-1.0306,NA,-38.2,-38.2,-2.1,-38.2,-38.2,-2.1,0,0,0,5,0,-101.5169,0,-38.2221,0,-38.2221,0,-1.1113,-0.8416,NA,-0.2132,0.6207,NA,16.9,95.9,-1.1,7.7,-17.4,-1.1,9.2,113.3,0,40,34.84078,50.15686,28799.5749,12.89431,8.03193,23.45137,1241.13616,"C"
"12651","yes",-1.134641,1.45452,NA,0.203007,0.40889,NA,-5.1,20,-1.1,-6.6,18,-1.1,1.45,2,0,0.2,121,0,25.4,0.1,-5.9,0.19,118.0907,71.7057,932.4436,-31.5908,418.243,123.5302,2169.1829,-1.75285,-0.91833,-1.28676,0.02186,-0.8162,0.38763,-6.5,167,37,-58.4,38.4,5,51.94,128.6,32,1.4976,0.4055,NA,-0.739,-0.0053,NA,50.3,146,1.5,1,104.4,1.5,49.28,41.52,0,10,0.7496,-0.3235,68.5473,30.4284,104.2051,125.1894,85.9745,-1.5669,9.5584,NA,-0.1067,-2.9855,NA,43.9,180,-1.6,-2.7,-178,-1.6,46.62,358,0,35,18.3984,145.84906,105.51524,21.62245,285.33216,107.6434,5804.58404,"C"
"12727","yes",-1.194596,-0.684748,NA,0.093973,1.159179,NA,-2.4,20,-1.2,-3.7,19,-1.2,1.28,1,0,0.2,122.5,0.5,25.2,0.1,-3,0.17,52.4808,20.2902,2.4037,11.6812,352.9286,-12.5263,4.8388,-0.68766,-0.01311,-0.72176,0.78552,0.3812,-0.63382,52.3,-7.4,36,-8.1,-17.3,12,60.43,9.88,24,1.3108,3.7102,NA,0.2496,-1.7685,NA,47.7,137.3,1.3,5.9,99.2,1.3,41.75,38.06,0,9,0.2941,-10.5477,213.2433,25.2181,66.8116,125.8629,60.7282,-0.4862,-0.3191,NA,0.7857,0.8004,NA,12.2,130,-0.5,-7.2,92.5,-0.5,19.37,37.5,0,39,3.25412,147.78431,1.21255,-1.31157,31.32101,103.29216,105.32754,"C"
"12923","yes",-1.048505,54,NA,0.005478,7.348469,NA,-93.5,4,-1,-94,3,-1,0.5,1,0,0,1.1,0,7.4,0.8,-93.7,0.03,81.7795,71.9204,863.1394,-36.2407,368.8149,25.6615,1914.9187,-1.54688,-0.34845,0.15182,-0.2224,-1.08873,1.12884,-11.9,63.1,39,-64.6,-63.9,8,52.7,127,31,-0.0972,-0.6423,NA,0.1823,-0.4991,NA,40.5,148.8,-0.1,-18.4,31.1,-0.1,58.89,117.67,0,1,1.1307,55.5128,1192.4133,9.4798,168.7891,95.7349,873.9732,-1.2324,-0.9657,NA,-0.3174,-0.9494,NA,61.1,180,-1.2,34.7,-179,-1.2,26.4,359,0,28,50.27987,56.40741,20272.01957,49,73.80792,49.88889,16403.00629,"D"
"13003","yes",-1.211699,2.376418,NA,-0.003095,-0.103478,NA,-4.1,20,-1.2,-5.2,18,-1.2,1.1,2,0,0.2,121.5,0.3,25.1,0.1,-4.7,0.11,70.5131,61.2267,25.1756,-25.6282,210.1881,49.1156,306.0863,-0.05051,-0.97332,-1.05106,1.17857,0.7718,-0.51736,8.5,84.1,39,-37.9,30.2,13,46.37,53.9,26,-0.1034,-0.2595,NA,-0.1956,0.2194,NA,45.8,139.1,-0.1,18,110.7,-0.1,27.83,28.35,0,10,0.3465,6.4463,89.5042,31.5701,41.2834,123.4765,48.0532,-0.3545,-0.3393,NA,1.0028,0.9694,NA,41.7,146,-0.4,-1.6,87,-0.4,43.3,59,0,32,1.12828,125.33333,20.54545,10.71089,182.26532,103.42222,328.9354,"D"
"13055","yes",-1.304592,0.763509,NA,0.012003,0.068617,NA,-5.6,20,-1.3,-7.5,18,-1.3,1.86,2,0,0.3,120.8,0.6,25.5,0.1,-6.5,0.37,42.9252,103.2093,33.2224,-0.8924,95.5327,24.402,856.9371,-1.15702,-1.0512,-0.95191,-0.62979,-0.67509,0.64182,9.5,52.9,47,-19.4,-29.7,26,28.85,82.6,21,-0.8137,0.0799,NA,0.2889,-0.7728,NA,44,140.7,-0.8,13.3,104.6,-0.8,30.73,36.09,0,10,0.4892,-0.6241,147.4525,27.64,66.3498,126.8449,72.0609,3.4833,-0.9294,NA,-1.8411,-1.0283,NA,52.1,178,3.5,32.5,-178,3.5,19.6,356,0,36,15.96087,83.46296,17836.9703,47.62963,18.79005,73.31481,19018.18204,"D"
"13178","yes",2.169803,1.513846,NA,-1.643668,1.855802,NA,-4,20,2.2,-5,19,2.2,1,1,0,0.1,121.7,0.2,25.4,0,-4.3,0.06,43.3635,32.4357,15.5463,27.8533,870.4874,-22.419,20.6982,-1.48198,-1.13374,-1.49649,0.08304,-0.39851,-0.0791,72.8,-16.3,49,-11.8,-30.5,29,84.6,14.2,20,3.4158,-1.0799,NA,-1.5983,-0.3039,NA,32.1,139.3,3.4,-11,104.5,3.4,43.04,34.75,0,6,1.9262,-24.4873,237.4781,19.5628,76.1757,122.2189,96.0413,-0.6971,-1.8641,NA,-0.4592,0.3847,NA,54.6,175,-0.7,32.5,-179,-0.7,22.1,354,0,26,15.61963,-17.61905,23537.46109,46.5,39.54634,-22.61905,19394.14402,"D"
"13211","yes",-1.351144,1.356194,NA,0.326873,-0.263804,NA,-4.5,20,-1.4,-5.4,18,-1.4,0.92,2,0,0.2,120.7,0.2,25.5,0,-5,0.09,40.1616,12.0442,13.342,41.8711,1031.7369,-24.4945,12.0402,-1.07724,-1.46839,-0.67867,-0.63643,0.19864,0.61185,74,-19.1,49,-21.2,-29,27,95.2,9.9,22,0.1529,0.0359,NA,-0.6022,-0.9804,NA,27.7,135.9,0.2,-3.5,83.8,0.2,31.21,52.13,0,10,2.4061,-35.7855,234.1044,14.2035,53.6372,116.9017,174.2434,-1.2642,2.2042,NA,0.3605,-1.9823,NA,61.6,178,-1.3,37.7,-178,-1.3,23.9,356,0,30,24.68013,122.63636,7074.19865,47.25636,60.38399,93.87273,11741.29832,"D"
"13259","yes",-0.90731,-0.821066,NA,0.278207,0.393563,NA,-5.6,20,-0.9,-7.1,18,-0.9,1.5,2,0,0.3,121.2,0.4,25,0,-6.6,0.15,52.0741,5.7891,37.3111,-2.3609,813.504,-24.2855,71.7368,-1.66992,-1.55236,-1.58434,-0.06592,-0.02063,0.20159,32.8,-12.3,48,-41.9,-35.8,27,74.7,23.5,21,1.3073,0.1925,NA,-1.2824,-0.9249,NA,23.5,140,1.3,-14.1,68.9,1.3,37.59,71.02,0,9,2.2747,-41.6177,350.307,10.8825,81.14,112.3864,306.3832,-1.0445,-1.131,NA,-0.2545,0.8811,NA,60.5,176,-1,36.6,-179,-1,23.9,355,0,36,11.65522,-34.58182,23395.69226,49.42182,53.03989,-51.07273,17665.58721,"D"
"13284","yes",-1.119463,-1.750749,NA,-0.354499,-0.567868,NA,-4.7,20,-1.1,-6.2,19,-1.1,1.51,1,0,0.2,122.2,0.1,25.1,0,-5.4,0.22,42.3444,-1.9176,12.2633,-16.7755,1073.1558,-18.8824,118.0345,-1.61338,-1.51228,-1.17364,0.14356,-0.03881,0.13262,31.3,-3.1,49,-58.3,-34.5,28,89.6,31.41,21,0.7784,0.1803,NA,0.5522,-0.6655,NA,29.9,139.6,0.8,-6.8,70.7,0.8,36.79,68.88,0,10,0.4388,-44.8153,293.0167,8.0869,62.2279,110.1566,235.1854,-0.8814,-1.7369,NA,0.0698,-0.498,NA,55.3,177,-0.9,36.7,-177,-0.9,18.6,354,0,30,14.45833,38.10204,21468.30187,46.67755,29.35053,35.28571,18396.41667,"D"
"13302","yes",-1.23382,-0.325614,NA,0.064036,-0.546177,NA,-4.3,21,-1.2,-5.9,18,-1.2,1.62,3,0,0.5,121.9,0.1,25.5,0.1,-5.1,0.26,13.309,6.7885,12.2763,0.5302,257.5474,-29.2277,15.5655,0.15464,1.07461,0.30337,-1.08742,1.36214,0.97517,16,-17.8,41,-39.5,-32.8,27,55.5,15,14,0.4969,0.6936,NA,-1.0603,-0.9337,NA,23.1,133.7,0.5,-10.1,79.9,0.5,33.15,53.82,0,7,2.7364,-39.1765,203.8571,12.1903,69.5756,114.5465,168.3489,-1.4598,-1.7039,NA,0.3327,-0.5173,NA,59.9,174,-1.5,38.5,-179,-1.5,21.4,353,0,37,16.92507,43.76596,20238.35708,47.93404,57.01925,32.78723,17553.30157,"D"
"13327","yes",2.868586,0.079527,NA,1.539051,0.708843,NA,-3.6,20,2.9,-5.5,18,2.9,1.87,2,0,0.2,121.4,0.7,25.7,0.1,-5,0.17,28.9932,9.79,142.3147,-48.9539,508.0097,-21.9522,136.5237,-1.31014,-0.37698,-0.7265,0.12221,0.80133,0.2205,-8.5,4.3,49,-81.1,-34.7,28,72.56,39.02,21,0.2369,0.4247,NA,0.0436,-0.8996,NA,22.8,133,0.2,-1,73.9,0.2,23.76,59.1,0,10,0.5043,-41.2184,224.457,11.9791,24.7813,113.2292,188.4123,-1.0437,-1.6887,NA,0.1917,0.5396,NA,59.8,178,-1,39.4,-176,-1,20.4,354,0,28,19.4932,-23.57143,24538.5,48.63061,35.718,-32.14286,19619.91667,"D"
"13343","yes",-0.185023,NA,NA,-0.907753,NA,NA,-1.7,18,-0.2,-2.2,18,-0.2,0.47,0,0,0,118.8,0.2,16.4,0,-1.9,0.02,12.0901,-38.3811,8.3577,-5.3581,137.9227,-37.9541,213.9192,-1.21095,-1.11542,-0.72397,0.50785,-0.39418,0.46346,16.8,-19.4,20,-18,-65.8,8,34.8,46.4,12,-0.7898,-0.1349,NA,-0.101,0.0154,NA,60.8,8.8,-0.8,29.3,-33.5,-0.8,31.51,42.26,0,4,0.3619,109.2349,81.8357,44.7118,70.7294,-12.5632,103.9535,-1.4612,-0.9074,NA,-0.1297,0.6751,NA,52.9,-112,-1.5,11.9,-161,-1.5,41,49,0,51,19.53453,-53.40811,223.83854,33.1027,214.93971,-143.75676,269.07808,"D"
"13361","yes",-0.778041,8.025296,NA,-0.181238,-3.11326,NA,-1.7,18,-0.8,-2.2,17,-0.8,0.47,1,0,0.1,118.3,0.2,16.2,0,-1.9,0.01,6.4663,-41.1208,11.0893,-14.0517,49.6304,-23.475,71.8674,-0.68009,0.10998,-1.36528,0.71668,-1.04879,-0.44556,1.4,-14.5,16,-22.4,-45,9,23.76,30.5,7,-2.0889,-2.0889,NA,1.0326,1.0326,NA,41.5,-22.4,-2.1,41.5,-22.4,-2.1,0,0,0,5,0,109.2254,0,41.5322,0,-22.378,0,-1.4191,-0.3577,NA,0.4152,0.9426,NA,57.3,-90,-1.4,15.5,-165,-1.4,41.8,75,0,50,41.14716,-57.63542,354.34191,33.16042,232.34585,-142.64375,529.80847,"D"
"13434","yes",0.569764,NA,NA,1.137291,NA,NA,-2.1,18,0.6,-2.8,18,0.6,0.7,0,0,0,118.6,0.2,16.2,0,-2.6,0.04,84.5404,-53.918,72.0284,-22.2818,52.0802,-0.07,493.6695,-0.23887,-1.01463,-1.39583,0.93328,-0.64786,-0.45534,-5.7,24.3,33,-30.5,-43.4,7,24.76,67.7,26,-2.0851,-2.0851,NA,1.0312,1.0312,NA,41.5,-22.4,-2.1,41.5,-22.4,-2.1,0,0,0,5,0,109.2254,0,41.5322,0,-22.378,0,-1.6339,-0.8897,NA,-0.1322,0.7378,NA,65.1,-61.4,-1.6,12.6,-161,-1.6,52.5,99.6,0,34,46.0102,-50.0808,891.33266,41.146,402.40253,-129.294,1098.3969,"D"
"13568","yes",-0.787692,15.732072,NA,0.296988,-1.194481,NA,1.1,19,-0.8,-0.5,17,-0.8,1.56,2,0,0.1,118.9,0.5,17,0.1,0.3,0.19,5.4842,-38.8365,4.1008,-7.505,59.2619,-48.0058,151.6896,-0.632,0.10559,-1.04994,-0.72601,1.03941,-0.42781,0.9,-17,15,-24.9,-60.6,7,25.81,43.6,8,-0.3754,-0.3543,NA,0.1689,-0.1248,NA,79.5,12.9,-0.4,14.5,-40.3,-0.4,65.01,53.17,0,4,0.6799,108.2466,266.7899,44.7487,216.202,-13.7968,164.9878,-1.4418,-0.5405,NA,-0.1942,-0.919,NA,79.2,0.7,-1.4,60.4,-129,-1.4,18.8,129.67,0,35,6.98492,23.85596,1778.22252,70.15385,41.02763,-36.52846,1664.81003,"D"
"13588","yes",-1.124513,47,NA,0.06297,6.855655,NA,-0.2,19,-1.1,-1.2,18,-1.1,0.98,1,0,0,119,0,18,0.1,-0.7,0.09,8.5578,-43.6638,46.4176,-16.5668,126.2846,-39.774,426.4733,-1.35929,-0.83779,1.3358,-0.46483,0.72006,1.03343,-4.5,3.4,22,-36,-60.8,9,31.51,64.24,13,0.201,9.5485,NA,-0.8177,2.5456,NA,62.9,113,0.2,7.6,-25.2,0.2,55.31,138.23,0,6,2.6364,107.7339,631.7466,42.0311,177.8421,7.1255,554.8642,0.0571,-1.8369,NA,-0.6568,-0.2846,NA,82,17.8,0.1,33.3,-148,0.1,48.7,165.8,0,32,35.85014,1.72128,5261.2891,62.81277,159.50201,-54.41681,5065.98281,"D"
"13709","yes",-1.48989,-1.451127,NA,0.450861,-0.005928,NA,-79.8,10,-1.5,-90.7,1,-1.5,10.9,9,0,9.1,-5.2,200.7,0.6,7,-86.5,16.75,39.398,79.0463,102.8142,-28.74,215.214,42.5126,908.2649,-0.22595,-1.1702,-1.46026,1.05798,0.23326,0.09499,5.3,100,31,-41.9,1.6,12,47.17,98.36,19,-2.0784,-2.0784,NA,1.0288,-1.0288,NA,-43.8,-112.9,-2.1,-43.8,-112.9,-2.1,0,0,0,4,0,5.6531,0,-43.7588,0,-112.9064,0,-0.6876,-1.0329,NA,0.1681,0.4184,NA,17.7,87.4,-0.7,8.8,-21.5,-0.7,8.9,108.9,0,38,33.86478,-31.48148,30359.61286,13.95241,4.86001,20.38185,1114.01909,"D"
"13757","yes",-0.305292,-1.178215,NA,-0.988389,-0.270637,NA,-78.4,5,-0.3,-85.3,1,-0.3,6.9,4,0,1.9,5,84.4,-1.1,4.1,-80.4,4.53,4.3152,73.6875,1.6837,6.1704,12.6106,115.45,74.1979,-0.09698,0.30145,-0.96772,-1.07877,-1.10358,-0.73056,9.5,124,33,-2.6,92.6,27,12.05,31.4,6,-1.0356,-1.9943,NA,-0.1027,0.0423,NA,86.6,115.5,-1,-63.5,-137.6,-1,150.13,253.11,0,14,11.3174,3.356,1353.164,0.6039,1547.9344,-10.7001,11467.9096,-1.5066,-0.4989,NA,-0.1815,-0.9148,NA,16.8,126,-1.5,2.3,-14.5,-1.5,14.49,140.5,0,46,35.81383,-110.54167,19639.06206,10.43813,28.15695,83.22979,1930.89214,"D"
